customer_name,age,country,gender,marital_status,period,total_sales,total_orders,total_products,customer_class,age_group,last_order,avg_order_value,avg_monthly_spend
"Alfredo Blanco",46,"United Kingdom",Male,Married,11,6846,9,9,New,Middle-aged,150,760.6667,622.3636
"Dennis Chen",45,"United Kingdom",Male,Married,12,6756,9,9,New,Middle-aged,150,750.6667,563.0000
"Roberto Munoz",48,"United Kingdom",Male,Single,0,510,12,12,New,Middle-aged,151,42.5000,NULL
"Tabitha Torres",42,Germany,Female,Single,0,7329,3,3,New,Middle-aged,159,2443.0000,NULL
"Cara He",46,Germany,Female,Married,0,564,18,18,New,Middle-aged,153,31.3333,NULL
"Jimmy Serrano",46,"United Kingdom",Male,Married,12,6756,9,9,New,Middle-aged,149,750.6667,563.0000
"Gary Dominguez",47,France,Male,Single,0,3000,3,3,New,Middle-aged,163,1000.0000,NULL
"Kaitlin Rana",48,France,Female,Single,11,3210,9,9,New,Middle-aged,152,356.6667,291.8182
"Terry Deng",48,Germany,Male,Single,6,7383,9,9,New,Middle-aged,153,820.3333,1230.5000
"Ross Srini",48,Germany,Male,Single,0,264,12,12,New,Middle-aged,146,22.0000,NULL
"Clarence Zheng",48,France,Male,Single,0,210,6,6,New,Middle-aged,144,35.0000,NULL
"Heather Ma",42,"United Kingdom",Female,Single,0,6546,3,3,New,Middle-aged,161,2182.0000,NULL
"Lorrin Smith-Bates",49,France,Male,Single,11,3210,9,9,New,Middle-aged,151,356.6667,291.8182
"Gregory Luo",49,"United Kingdom",Male,Single,0,54,6,6,New,Middle-aged,152,9.0000,NULL
"Wesley Cai",48,France,Male,Single,0,210,6,6,New,Middle-aged,145,35.0000,NULL
"Rebecca Adams",48,"United Kingdom",Female,Single,5,7383,9,9,New,Middle-aged,155,820.3333,1476.6000
"Leah Xu",43,France,Female,Single,11,3300,9,9,New,Middle-aged,151,366.6667,300.0000
"Molly Lopez",48,France,Female,Single,16,10395,18,18,VIP,Middle-aged,145,577.5000,649.6875
"Gilbert Sharma",49,France,Male,Single,16,10305,18,18,VIP,Middle-aged,145,572.5000,644.0625
"Jessica Sanders",44,"United Kingdom",Female,Single,0,210,6,6,New,Middle-aged,145,35.0000,NULL
"Ethan Butler",50,France,Male,Single,17,10296,21,21,VIP,Middle-aged,145,490.2857,605.6471
"Linda Vazquez",44,France,Female,Single,0,210,6,6,New,Middle-aged,151,35.0000,NULL
"Caroline Alexander",44,Canada,Female,Single,0,300,6,6,New,Middle-aged,145,50.0000,NULL
"Angela SÃ¡nchez",46,Canada,Female,Single,0,300,6,6,New,Middle-aged,145,50.0000,NULL
"Carol Martinez",46,Canada,Female,Single,0,72,3,3,New,Middle-aged,145,24.0000,NULL
"Natalie Smith",65,"United States",Female,Married,0,54,6,6,New,Senior,148,9.0000,NULL
"Jose Washington",60,"United States",Male,Married,0,54,6,6,New,Senior,148,9.0000,NULL
"Devin Robinson",54,"United States",Male,Single,0,282,9,9,New,Middle-aged,150,31.3333,NULL
"Zachary Jenkins",65,"United States",Male,Married,0,210,6,6,New,Senior,145,35.0000,NULL
"Steven Torres",59,"United States",Male,Married,0,210,6,6,New,Middle-aged,148,35.0000,NULL
"Jaime Rai",64,"United States",Male,Married,0,282,9,9,New,Senior,148,31.3333,NULL
"Olivia Rivera",63,"United States",Female,Married,0,282,9,9,New,Senior,150,31.3333,NULL
"Kevin Wang",46,"United States",Male,Married,0,210,6,6,New,Middle-aged,147,35.0000,NULL
"Lawrence Hernandez",61,"United States",Male,Single,0,210,6,6,New,Senior,148,35.0000,NULL
"Julio Blanco",62,"United States",Male,Single,0,210,6,6,New,Senior,147,35.0000,NULL
"Joe Mehta",61,"United States",Male,Married,0,210,6,6,New,Senior,146,35.0000,NULL
"Mackenzie Gray",62,Canada,Female,Married,0,210,6,6,New,Senior,148,35.0000,NULL
"Robert Carter",50,"United States",Male,Married,0,210,6,6,New,Middle-aged,147,35.0000,NULL
"Jack Griffin",61,Canada,Male,Single,0,210,6,6,New,Senior,143,35.0000,NULL
"Miguel Turner",61,"United States",Male,Married,0,210,6,6,New,Senior,144,35.0000,NULL
"Alexandria Bradley",47,Canada,Female,Single,0,72,3,3,New,Middle-aged,145,24.0000,NULL
"Emily Smith",46,"United States",Female,Single,0,54,6,6,New,Middle-aged,147,9.0000,NULL
"Justin Jenkins",41,"United States",Male,Single,0,54,6,6,New,Middle-aged,152,9.0000,NULL
"Madison Simmons",47,"United States",Female,Single,0,210,6,6,New,Middle-aged,149,35.0000,NULL
"Hector Torres",47,"United Kingdom",Male,Single,6,6900,15,15,New,Middle-aged,155,460.0000,1150.0000
"Cassidy Washington",50,"United Kingdom",Female,Married,0,72,3,3,New,Middle-aged,154,24.0000,NULL
"Jack King",46,"United Kingdom",Male,Married,0,72,3,3,New,Middle-aged,152,24.0000,NULL
"Pamela Fernandez",54,France,Female,Married,0,264,12,12,New,Middle-aged,150,22.0000,NULL
"Gabriel Coleman",53,"United Kingdom",Male,Married,0,210,6,6,New,Middle-aged,143,35.0000,NULL
"Timothy Sneath",59,"United Kingdom",Male,Married,0,72,3,3,New,Middle-aged,145,24.0000,NULL
"Martin Raman",53,"United Kingdom",Male,Married,0,264,12,12,New,Middle-aged,153,22.0000,NULL
"Natalie Stewart",83,"United Kingdom",Female,Married,2,474,18,18,New,Senior,149,26.3333,237.0000
"Kristin Luo",59,France,Female,Married,0,210,6,6,New,Middle-aged,149,35.0000,NULL
"David Johnson",63,France,Male,Single,0,210,6,6,New,Senior,152,35.0000,NULL
"Tanya Gutierrez",58,France,Female,Married,9,3210,9,9,New,Middle-aged,151,356.6667,356.6667
"Rafael Pal",64,"United Kingdom",Male,Married,6,7056,15,15,New,Senior,154,470.4000,1176.0000
"Cesar Gonzalez",64,France,Male,Married,0,3000,3,3,New,Senior,161,1000.0000,NULL
"Jeremiah Miller",60,"United Kingdom",Male,Single,7,6618,6,6,New,Senior,153,1103.0000,945.4286
"Deanna Diaz",81,"United Kingdom",Female,Single,8,6810,15,15,New,Senior,152,454.0000,851.2500
"Cheryl Alan",73,France,Female,Married,0,210,6,6,New,Senior,153,35.0000,NULL
"Jerome Serrano",77,Germany,Male,Married,0,6546,3,3,New,Senior,159,2182.0000,NULL
"Johnathan Malhotra",72,"United Kingdom",Male,Married,0,210,6,6,New,Senior,153,35.0000,NULL
"Daniel Martinez",39,Australia,Male,Single,25,14094,6,6,VIP,Adult,150,2349.0000,563.7600
"Caroline Griffin",39,Australia,Female,Single,25,14148,12,12,VIP,Adult,150,1179.0000,565.9200
"Maria Perry",42,Australia,Female,Single,27,14094,6,6,VIP,Middle-aged,149,2349.0000,522.0000
"Edgar Garcia",42,Australia,Male,Married,0,510,12,12,New,Middle-aged,152,42.5000,NULL
"Bridget Tang",41,Australia,Female,Single,26,14166,9,9,VIP,Middle-aged,149,1574.0000,544.8462
"Allen Rodriguez",40,Australia,Male,Married,27,14094,6,6,VIP,Middle-aged,149,2349.0000,522.0000
"Alberto Gill",40,Australia,Male,Married,27,14376,15,15,VIP,Middle-aged,149,958.4000,532.4444
"Leah Sun",41,Australia,Female,Married,26,14094,6,6,VIP,Middle-aged,149,2349.0000,542.0769
"Connor Yang",43,Australia,Male,Single,27,14094,6,6,VIP,Middle-aged,148,2349.0000,522.0000
"Kristine Vazquez",42,Australia,Female,Single,28,14304,12,12,VIP,Middle-aged,148,1192.0000,510.8571
"Colin Cai",53,France,Male,Single,10,3210,9,9,New,Middle-aged,150,356.6667,321.0000
"Alvin Xu",59,Germany,Male,Married,6,7593,15,15,New,Middle-aged,153,506.2000,1265.5000
"Randall Romero",59,Germany,Male,Single,0,7329,3,3,New,Middle-aged,159,2443.0000,NULL
"Gerald Gomez",42,"United Kingdom",Male,Single,8,6846,9,9,New,Middle-aged,152,760.6667,855.7500
"Chad Nath",59,"United Kingdom",Male,Married,9,6810,15,15,New,Middle-aged,152,454.0000,756.6667
"Franklin Xie",59,"United Kingdom",Male,Married,0,6546,3,3,New,Middle-aged,161,2182.0000,NULL
"Leah Wu",55,France,Female,Married,0,210,6,6,New,Middle-aged,148,35.0000,NULL
"Shawna Jai",60,"United Kingdom",Female,Married,0,6546,3,3,New,Senior,161,2182.0000,NULL
"Deanna Hernandez",62,France,Female,Married,10,3300,9,9,New,Senior,150,366.6667,330.0000
"Kendra Sanz",60,"United Kingdom",Female,Single,10,7539,9,9,New,Senior,151,837.6667,753.9000
"Stephanie King",54,France,Female,Single,0,3000,3,3,New,Middle-aged,160,1000.0000,NULL
"Zoe Cox",60,"United Kingdom",Female,Married,0,6546,3,3,New,Senior,161,2182.0000,NULL
"Jill Ashe",62,France,Female,Married,0,3000,3,3,New,Senior,160,1000.0000,NULL
"Seth Hayes",44,"United Kingdom",Male,Single,0,300,6,6,New,Middle-aged,145,50.0000,NULL
"Kristopher Sai",44,Germany,Male,Married,8,6846,9,9,New,Middle-aged,151,760.6667,855.7500
"Rachel Rodriguez",51,Germany,Female,Single,0,6546,3,3,New,Middle-aged,159,2182.0000,NULL
"Terrance Garcia",45,Germany,Male,Married,0,6546,3,3,New,Middle-aged,158,2182.0000,NULL
"Valerie Zhang",51,Germany,Female,Married,6,6810,15,15,New,Middle-aged,151,454.0000,1135.0000
"Jake Xu",50,France,Male,Married,15,10170,12,12,VIP,Middle-aged,145,847.5000,678.0000
"Tommy Raje",50,France,Male,Married,16,9960,6,6,Regular,Middle-aged,144,1660.0000,622.5000
"Luis Parker",62,Germany,Male,Single,6,6618,6,6,New,Senior,151,1103.0000,1103.0000
"Nathan Martin",62,Germany,Male,Single,0,6546,3,3,New,Senior,158,2182.0000,NULL
"Grant Xie",62,France,Male,Single,0,3000,3,3,New,Senior,159,1000.0000,NULL
"Holly Chandra",62,France,Female,Married,0,210,6,6,New,Senior,154,35.0000,NULL
"Leonard Andersen",62,"United Kingdom",Male,Single,10,7128,18,18,New,Senior,151,396.0000,712.8000
"Crystal Lin",52,France,Female,Single,8,3300,9,9,New,Middle-aged,150,366.6667,412.5000
"Ricky Moreno",46,France,Male,Single,0,3000,3,3,New,Middle-aged,158,1000.0000,NULL
"Diana Jimenez",51,"United Kingdom",Female,Single,0,210,6,6,New,Middle-aged,150,35.0000,NULL
"Armando Alvarez",51,Germany,Male,Married,7,7539,9,9,New,Middle-aged,150,837.6667,1077.0000
"Kari Prasad",46,France,Female,Married,13,9939,12,12,Regular,Middle-aged,144,828.2500,764.5385
"Madison Patterson",52,France,Female,Married,13,10167,15,15,VIP,Middle-aged,144,677.8000,782.0769
"Alisha Huang",52,France,Female,Married,12,10260,12,12,New,Middle-aged,144,855.0000,855.0000
"Jake She",52,Germany,Male,Married,12,14343,12,12,New,Middle-aged,145,1195.2500,1195.2500
"Casey Shan",51,"United Kingdom",Female,Married,0,6546,3,3,New,Middle-aged,161,2182.0000,NULL
"Mayra Patel",53,Germany,Female,Single,8,6600,9,9,New,Middle-aged,150,733.3333,825.0000
"Pedro Chapman",47,"United Kingdom",Male,Married,0,210,6,6,New,Middle-aged,154,35.0000,NULL
"Kathleen Gutierrez",47,"United Kingdom",Female,Single,3,282,9,9,New,Middle-aged,151,31.3333,94.0000
"Alejandro Zhao",52,France,Male,Single,0,3000,3,3,New,Middle-aged,157,1000.0000,NULL
"Jeffery Liu",47,Germany,Male,Married,0,210,6,6,New,Middle-aged,152,35.0000,NULL
"Kari Dominguez",53,Germany,Female,Single,0,6546,3,3,New,Middle-aged,159,2182.0000,NULL
"Darryl Ye",47,"United Kingdom",Male,Single,8,7383,9,9,New,Middle-aged,151,820.3333,922.8750
"Sydney Davis",52,Germany,Female,Married,0,210,6,6,New,Middle-aged,150,35.0000,NULL
"Bridget Andersen",52,"United Kingdom",Female,Married,12,7593,15,15,New,Middle-aged,148,506.2000,632.7500
"Kathleen Alvarez",41,"United Kingdom",Female,Married,0,7329,3,3,New,Middle-aged,160,2443.0000,NULL
"Theodore Rowe",54,"United Kingdom",Male,Married,0,6546,3,3,New,Middle-aged,160,2182.0000,NULL
"Jaime Diaz",53,"United Kingdom",Female,Married,0,7329,3,3,New,Middle-aged,160,2443.0000,NULL
"Eduardo Taylor",54,Germany,Male,Single,8,6618,6,6,New,Middle-aged,150,1103.0000,827.2500
"Ebony Martinez",54,Germany,Female,Single,0,210,6,6,New,Middle-aged,148,35.0000,NULL
"Robin Ortega",55,"United Kingdom",Female,Single,9,7539,9,9,New,Middle-aged,150,837.6667,837.6667
"Alejandro Guo",55,Germany,Male,Single,0,6546,3,3,New,Middle-aged,158,2182.0000,NULL
"Erick Arun",55,Germany,Male,Single,0,210,6,6,New,Middle-aged,150,35.0000,NULL
"Renee Hernandez",50,"United Kingdom",Female,Single,9,6618,6,6,New,Middle-aged,150,1103.0000,735.3333
"Melody Torres",56,Germany,Female,Single,0,264,12,12,New,Middle-aged,150,22.0000,NULL
"Omar Kumar",56,Germany,Male,Married,0,210,6,6,New,Middle-aged,154,35.0000,NULL
"Philip Sanz",56,"United Kingdom",Male,Single,0,264,12,12,New,Middle-aged,146,22.0000,NULL
"Raquel Alvarez",57,"United Kingdom",Female,Single,9,420,12,12,New,Middle-aged,144,35.0000,46.6667
"Josue Blanco",51,France,Male,Single,0,54,6,6,New,Middle-aged,149,9.0000,NULL
"Frederick Prasad",57,"United Kingdom",Male,Married,3,318,18,18,New,Middle-aged,151,17.6667,106.0000
"Stacy Hernandez",53,Germany,Female,Married,13,14205,30,30,VIP,Middle-aged,144,473.5000,1092.6923
"Casey Nara",54,"United Kingdom",Female,Married,0,6546,3,3,New,Middle-aged,160,2182.0000,NULL
"Jay Nicholls",56,"United Kingdom",Male,Married,0,7329,3,3,New,Middle-aged,160,2443.0000,NULL
"Michele Pal",51,"United Kingdom",Female,Married,0,510,12,12,New,Middle-aged,145,42.5000,NULL
"Ronnie Ma",52,"United Kingdom",Male,Single,10,7401,6,6,New,Middle-aged,150,1233.5000,740.1000
"Felicia Gutierrez",86,Germany,Female,Married,0,72,3,3,New,Senior,145,24.0000,NULL
"Mario Pal",57,Germany,Male,Single,0,7329,3,3,New,Middle-aged,159,2443.0000,NULL
"Clayton Li",56,Germany,Male,Married,13,14016,18,18,VIP,Middle-aged,144,778.6667,1078.1538
"Maria Coleman",40,France,Female,Single,0,3000,3,3,New,Middle-aged,157,1000.0000,NULL
"Valerie Zhou",45,"United Kingdom",Female,Married,12,7629,9,9,New,Middle-aged,147,847.6667,635.7500
"Audrey Gutierrez",56,"United Kingdom",Female,Married,0,6546,3,3,New,Middle-aged,160,2182.0000,NULL
"Carlos Scott",57,France,Male,Married,8,3300,9,9,New,Middle-aged,149,366.6667,412.5000
"Noah Long",52,France,Male,Married,8,3210,9,9,New,Middle-aged,149,356.6667,401.2500
"Monique Suarez",52,Germany,Female,Married,12,14214,6,6,New,Middle-aged,146,2369.0000,1184.5000
"Michele Gill",57,France,Female,Married,12,10314,18,18,New,Middle-aged,144,573.0000,859.5000
"Francisco Perez",42,"United Kingdom",Male,Married,0,210,6,6,New,Middle-aged,148,35.0000,NULL
"Mayra Garcia",42,Germany,Female,Single,0,264,12,12,New,Middle-aged,149,22.0000,NULL
"Larry Hernandez",44,"United Kingdom",Male,Single,0,210,6,6,New,Middle-aged,147,35.0000,NULL
"Walter Navarro",43,"United Kingdom",Male,Single,10,6756,9,9,New,Middle-aged,150,750.6667,675.6000
"Alejandro Chavez",45,France,Male,Single,0,210,6,6,New,Middle-aged,148,35.0000,NULL
"Logan Lee",45,Germany,Male,Single,0,7329,3,3,New,Middle-aged,158,2443.0000,NULL
"Jaime Yuan",45,Germany,Male,Single,8,6756,9,9,New,Middle-aged,149,750.6667,844.5000
"Wesley He",44,"United Kingdom",Male,Married,12,6918,12,12,New,Middle-aged,147,576.5000,576.5000
"Alvin Shen",46,France,Male,Single,0,264,12,12,New,Middle-aged,154,22.0000,NULL
"Warren Tang",41,Germany,Male,Single,0,72,3,3,New,Middle-aged,143,24.0000,NULL
"Lindsey Shan",41,Germany,Female,Married,0,210,6,6,New,Middle-aged,152,35.0000,NULL
"Shannon Gomez",46,Germany,Male,Single,0,210,6,6,New,Middle-aged,144,35.0000,NULL
"Ronald Lopez",40,"United Kingdom",Male,Single,0,210,6,6,New,Middle-aged,151,35.0000,NULL
"Wyatt Gonzalez",58,"United States",Male,Married,0,210,6,6,New,Middle-aged,147,35.0000,NULL
"Noah Diaz",53,"United States",Male,Married,0,54,6,6,New,Middle-aged,147,9.0000,NULL
"Melanie Blue",54,Canada,Female,Single,0,210,6,6,New,Middle-aged,145,35.0000,NULL
"Aaron Baker",49,"United States",Male,Married,0,300,6,6,New,Middle-aged,147,50.0000,NULL
"Emily Martinez",54,"United States",Female,Married,0,300,6,6,New,Middle-aged,147,50.0000,NULL
"Blake Barnes",59,Canada,Male,Married,0,210,6,6,New,Middle-aged,145,35.0000,NULL
"Jack Baker",59,"United States",Male,Married,0,210,6,6,New,Middle-aged,147,35.0000,NULL
"Stephanie Sanchez",47,Canada,Female,Single,3,720,18,18,New,Middle-aged,143,40.0000,240.0000
"Richard Blue",53,"United States",Male,Single,0,210,6,6,New,Middle-aged,147,35.0000,NULL
"Henry Mehta",47,"United States",Male,Single,0,282,9,9,New,Middle-aged,147,31.3333,NULL
"Robert Miller",48,"United States",Male,Married,0,210,6,6,New,Middle-aged,146,35.0000,NULL
"Alejandro She",51,Germany,Male,Married,9,7683,15,15,New,Middle-aged,149,512.2000,853.6667
"Gabrielle Sanders",53,France,Female,Married,0,210,6,6,New,Middle-aged,145,35.0000,NULL
"Seth Rivera",53,"United Kingdom",Male,Married,6,510,12,12,New,Middle-aged,145,42.5000,85.0000
"Lori Rubio",79,France,Female,Married,0,264,12,12,New,Senior,148,22.0000,NULL
"Julio Carlson",58,France,Male,Married,0,3000,3,3,New,Middle-aged,156,1000.0000,NULL
"Bianca Harrison",61,"United Kingdom",Female,Married,0,54,6,6,New,Senior,152,9.0000,NULL
"Joel Madan",50,"United Kingdom",Male,Married,0,210,6,6,New,Middle-aged,147,35.0000,NULL
"Blake Taylor",62,"United Kingdom",Male,Married,11,7539,9,9,New,Senior,149,837.6667,685.3636
"Derrick JimÃ©nez",59,"United Kingdom",Male,Married,0,6546,3,3,New,Middle-aged,160,2182.0000,NULL
"Sharon Lal",64,France,Female,Married,7,3210,9,9,New,Senior,148,356.6667,458.5714
"Ronnie Xu",65,"United Kingdom",Male,Married,10,6810,15,15,New,Senior,149,454.0000,681.0000
"Omar Rai",64,Germany,Male,Married,0,6546,3,3,New,Senior,158,2182.0000,NULL
"Hailey Simmons",59,France,Female,Married,8,3054,9,9,New,Middle-aged,148,339.3333,381.7500
"Renee Gutierrez",60,"United Kingdom",Female,Single,9,7401,6,6,New,Senior,149,1233.5000,822.3333
"Darrell Kumar",82,France,Male,Single,8,3072,6,6,New,Senior,148,512.0000,384.0000
"Janet Sanz",80,Germany,Female,Single,7,7539,9,9,New,Senior,149,837.6667,1077.0000
"Victoria Snowden",77,France,Female,Single,8,3300,9,9,New,Senior,148,366.6667,412.5000
"Ruth Lopez",78,Germany,Female,Married,0,7329,3,3,New,Senior,157,2443.0000,NULL
"Gina Torres",40,Australia,Female,Single,28,14304,12,12,VIP,Middle-aged,148,1192.0000,510.8571
"Joanna Ortega",43,Australia,Female,Single,27,14148,12,12,VIP,Middle-aged,148,1179.0000,524.0000
"Dustin Nara",43,Australia,Male,Married,29,14094,6,6,VIP,Middle-aged,147,2349.0000,486.0000
"Pedro Rodriguez",43,Australia,Male,Married,28,14094,6,6,VIP,Middle-aged,147,2349.0000,503.3571
"Louis Zhou",43,Australia,Male,Married,29,14094,6,6,VIP,Middle-aged,147,2349.0000,486.0000
"Lacey Xu",44,Australia,Female,Single,28,14304,12,12,VIP,Middle-aged,147,1192.0000,510.8571
"Phillip Suri",41,Australia,Male,Married,28,14094,6,6,VIP,Middle-aged,147,2349.0000,503.3571
"Aimee Li",42,Australia,Female,Single,28,14658,24,24,VIP,Middle-aged,147,610.7500,523.5000
"Tracy Xu",42,Australia,Female,Single,29,14304,12,12,VIP,Middle-aged,147,1192.0000,493.2414
"Cristina Raje",41,Australia,Female,Single,28,14304,12,12,VIP,Middle-aged,147,1192.0000,510.8571
"Suzanne Zeng",41,Australia,Female,Married,28,14304,12,12,VIP,Middle-aged,147,1192.0000,510.8571
"Bruce Hernandez",42,Australia,Male,Single,28,14304,12,12,VIP,Middle-aged,147,1192.0000,510.8571
"Bradley Yuan",42,Australia,Male,Single,29,14304,12,12,VIP,Middle-aged,146,1192.0000,493.2414
"Karen Li",42,Australia,Female,Married,30,14094,6,6,VIP,Middle-aged,146,2349.0000,469.8000
"Shane Schmidt",42,Australia,Male,Married,29,14094,6,6,VIP,Middle-aged,146,2349.0000,486.0000
"Cory Malhotra",42,Australia,Male,Single,29,14094,6,6,VIP,Middle-aged,146,2349.0000,486.0000
"Shawna Lal",42,Australia,Female,Single,30,14304,12,12,VIP,Middle-aged,146,1192.0000,476.8000
"Bradley Raji",42,Australia,Male,Single,30,14094,6,6,VIP,Middle-aged,146,2349.0000,469.8000
"Carolyn Ramos",42,Australia,Female,Married,30,14094,6,6,VIP,Middle-aged,145,2349.0000,469.8000
"Douglas Patel",42,Australia,Male,Single,30,14094,6,6,VIP,Middle-aged,145,2349.0000,469.8000
"Terrence She",76,Germany,Male,Married,8,6756,9,9,New,Senior,149,750.6667,844.5000
"Alfredo Rubio",76,Germany,Male,Married,0,6546,3,3,New,Senior,157,2182.0000,NULL
"Chelsea Srini",47,France,Female,Married,0,210,6,6,New,Middle-aged,147,35.0000,NULL
"Barry Srini",53,France,Male,Married,8,3210,9,9,New,Middle-aged,148,356.6667,401.2500
"Virginia Prasad",59,"United Kingdom",Female,Married,10,7839,15,15,New,Middle-aged,149,522.6000,783.9000
"Nelson Gill",54,Germany,Male,Single,9,6618,6,6,New,Middle-aged,148,1103.0000,735.3333
"Misty Jai",59,Germany,Female,Married,0,210,6,6,New,Middle-aged,150,35.0000,NULL
"Tonya Deng",54,"United Kingdom",Female,Married,0,210,6,6,New,Middle-aged,152,35.0000,NULL
"Heidi Kapoor",59,"United Kingdom",Female,Married,0,7329,3,3,New,Middle-aged,159,2443.0000,NULL
"Tommy Yuan",61,Germany,Male,Married,0,6546,3,3,New,Senior,157,2182.0000,NULL
"David Jenkins",60,Germany,Male,Married,10,6756,9,9,New,Senior,147,750.6667,675.6000
"Steven Watson",55,Germany,Male,Married,0,6546,3,3,New,Middle-aged,157,2182.0000,NULL
"Joe Romero",55,"United Kingdom",Male,Single,11,6756,9,9,New,Middle-aged,148,750.6667,614.1818
"Riley Rivera",51,France,Female,Married,8,3300,9,9,New,Middle-aged,148,366.6667,412.5000
"Julio Rubio",56,Germany,Male,Married,9,6618,6,6,New,Middle-aged,147,1103.0000,735.3333
"Jocelyn Washington",56,Germany,Female,Married,0,6546,3,3,New,Middle-aged,158,2182.0000,NULL
"Erick Srini",61,Germany,Male,Single,8,6846,9,9,New,Senior,147,760.6667,855.7500
"Cheryl Vazquez",60,"United Kingdom",Female,Single,0,7329,3,3,New,Senior,159,2443.0000,NULL
"Sophia Mitchell",61,France,Female,Married,11,3564,21,21,New,Senior,145,169.7143,324.0000
"Alberto Ortega",61,France,Male,Married,0,3000,3,3,New,Senior,156,1000.0000,NULL
"Brendan Beck",50,Germany,Male,Single,10,6846,9,9,New,Middle-aged,146,760.6667,684.6000
"Latoya Raje",49,France,Female,Single,0,300,6,6,New,Middle-aged,148,50.0000,NULL
"Ronnie Zhao",49,Germany,Male,Single,0,210,6,6,New,Middle-aged,145,35.0000,NULL
"Jaime Gomez",44,France,Male,Single,0,4194,6,6,New,Middle-aged,179,699.0000,NULL
"Misty Yuan",49,France,Female,Single,31,4404,12,12,New,Middle-aged,147,367.0000,142.0645
"Ricardo Lal",49,"United Kingdom",Male,Married,10,6756,9,9,New,Middle-aged,148,750.6667,675.6000
"Ebony Srini",50,"United Kingdom",Female,Married,0,6546,3,3,New,Middle-aged,159,2182.0000,NULL
"Marie Rodriguez",49,"United Kingdom",Female,Married,13,6846,9,9,Regular,Middle-aged,146,760.6667,526.6154
"Meghan Blanco",50,"United Kingdom",Female,Single,0,264,12,12,New,Middle-aged,145,22.0000,NULL
"Colin Zhou",45,"United Kingdom",Male,Married,0,6546,3,3,New,Middle-aged,159,2182.0000,NULL
"Natalie Collins",51,Germany,Female,Single,10,6846,9,9,New,Middle-aged,146,760.6667,684.6000
"Darren Suri",50,Germany,Male,Married,10,13695,18,18,New,Middle-aged,146,760.8333,1369.5000
"Warren Chander",45,"United Kingdom",Male,Married,12,6846,9,9,New,Middle-aged,146,760.6667,570.5000
"Kellie Gutierrez",50,"United Kingdom",Female,Single,14,7629,9,9,Regular,Middle-aged,145,847.6667,544.9286
"Nina Black",62,"United Kingdom",Female,Married,11,7539,9,9,New,Senior,148,837.6667,685.3636
"Jeffery Li",68,"United Kingdom",Male,Married,11,7539,9,9,New,Senior,147,837.6667,685.3636
"Mayra Perez",52,France,Female,Single,31,4404,12,12,New,Middle-aged,147,367.0000,142.0645
"Alisha Ma",46,"United Kingdom",Female,Single,10,6756,9,9,New,Middle-aged,147,750.6667,675.6000
"Johnathan Rodriguez",41,France,Male,Married,0,4194,6,6,New,Middle-aged,177,699.0000,NULL
"Kate Raje",51,"United Kingdom",Female,Married,0,6546,3,3,New,Middle-aged,158,2182.0000,NULL
"Candace Sai",46,France,Female,Single,22,4494,12,12,New,Middle-aged,154,374.5000,204.2727
"Daisy Carlson",51,Germany,Female,Married,10,14016,18,18,New,Middle-aged,146,778.6667,1401.6000
"Valerie Zeng",52,"United Kingdom",Female,Married,0,6546,3,3,New,Middle-aged,158,2182.0000,NULL
"Armando Diaz",51,"United Kingdom",Male,Married,13,6756,9,9,Regular,Middle-aged,144,750.6667,519.6923
"Lisa Lin",51,"United Kingdom",Female,Married,14,6756,9,9,Regular,Middle-aged,144,750.6667,482.5714
"Paige Hughes",53,Germany,Female,Single,10,7629,9,9,New,Middle-aged,146,847.6667,762.9000
"Fernando Mitchell",47,"United Kingdom",Male,Married,0,7329,3,3,New,Middle-aged,159,2443.0000,NULL
"Francisco Mehta",52,France,Male,Single,0,4194,6,6,New,Middle-aged,175,699.0000,NULL
"Carol Saunders",52,Germany,Female,Married,9,13749,24,24,New,Middle-aged,146,572.8750,1527.6667
"Barbara Andersen",53,Germany,Female,Married,9,14709,18,18,New,Middle-aged,146,817.1667,1634.3333
"Cedric Sun",53,Germany,Male,Married,9,14361,9,9,New,Middle-aged,146,1595.6667,1595.6667
"Monica Malhotra",47,Germany,Female,Married,11,13788,15,15,New,Middle-aged,145,919.2000,1253.4545
"Cara Sun",54,France,Female,Married,28,4494,12,12,New,Middle-aged,147,374.5000,160.5000
"Tiffany Sun",54,Germany,Female,Single,9,6846,9,9,New,Middle-aged,146,760.6667,760.6667
"Kristina Patel",44,"United Kingdom",Female,Single,0,6546,3,3,New,Middle-aged,158,2182.0000,NULL
"Richard Kelly",49,"United Kingdom",Male,Married,0,264,12,12,New,Middle-aged,149,22.0000,NULL
"Cedric Raji",50,France,Male,Single,0,4194,6,6,New,Middle-aged,174,699.0000,NULL
"April Sharma",50,France,Female,Single,0,210,6,6,New,Middle-aged,152,35.0000,NULL
"Tammy Weber",51,Germany,Female,Single,0,7329,3,3,New,Middle-aged,156,2443.0000,NULL
"Byron Romero",57,France,Male,Single,0,4194,6,6,New,Middle-aged,174,699.0000,NULL
"Ramon She",56,"United Kingdom",Male,Single,12,7539,9,9,New,Middle-aged,146,837.6667,628.2500
"Edwin Chande",86,Germany,Male,Married,0,210,6,6,New,Senior,143,35.0000,NULL
"Tonya Shen",54,France,Female,Married,22,4494,12,12,New,Middle-aged,151,374.5000,204.2727
"Renee Ramos",53,Germany,Female,Married,10,13641,12,12,New,Middle-aged,145,1136.7500,1364.1000
